iter,acc,nmi,ari,acc_unconf,nmi_unconf,acc_conf,nmi_conf,nb_unconf,nb_conf,loss
0,0.97277,0.93048,0.94046,0.9995377741256227,0.9982786388728482,0.9624572027944349,0.9085017563777228,19471,50529,0.0
140,0.97407,0.93581,0.94346,0.9995881195368633,0.9984459739507361,0.9624914328438805,0.911401946133866,21851,48149,0.09477407565074307
280,0.97479,0.93854,0.94508,0.9994030964372319,0.9977454007373724,0.9595092024539877,0.9067066279451567,26805,43195,0.057785453647375105
420,0.97669,0.94239,0.94919,0.9994175134295515,0.9977368946433653,0.958719116067318,0.903988412116224,30902,39098,0.05357092464608806
560,0.97797,0.94517,0.95199,0.9993590117126041,0.9975535931099636,0.9573967150625035,0.9003510707067643,34322,35678,0.05098082960716316
700,0.97916,0.9474,0.95451,0.9993563095078449,0.9975392338546889,0.9561363289011157,0.8960954664266708,37285,32715,0.04884794628513711
840,0.98037,0.9498,0.95707,0.9993219317411286,0.9974079518309242,0.9553692720585799,0.8931577925620905,39819,30181,0.04600774909236601
980,0.98126,0.95165,0.95899,0.9992385847193471,0.9971184885976073,0.9542415901047439,0.8894538349428338,42027,27973,0.0446216025522777
1120,0.98187,0.95287,0.96031,0.9991391223578986,0.9967855113139275,0.9523956842878688,0.8847625407813249,44141,25859,0.041473738489938634
1260,0.98253,0.95419,0.96171,0.999108521232415,0.9967343832427631,0.950768461826815,0.8800699446332954,45991,24009,0.04055596757680178
1400,0.98301,0.95488,0.96272,0.9990359627797804,0.9965359079997369,0.9487075928917609,0.8745880884003001,47716,22284,0.037456186887409
1540,0.9835,0.95601,0.96378,0.9988229325215626,0.9959313708762502,0.9470687575392038,0.8704372085988228,49275,20725,0.03703794242548091
1680,0.98406,0.95692,0.96497,0.9986115518882894,0.9952954856545673,0.9465890522875817,0.868262057764842,50416,19584,0.03417012159313474
1820,0.98413,0.95705,0.96512,0.9985324785664633,0.9951467199802574,0.9431693388974303,0.8603752524019935,51788,18212,0.033984035187001736
1960,0.98441,0.95755,0.96572,0.9985566422941791,0.9952274044532078,0.9414816950129721,0.8565344806563384,52655,17345,0.03130386071279645
2100,0.98466,0.95803,0.96624,0.9984603112768287,0.9949702543112783,0.9384204312433978,0.8495586121779366,53907,16093,0.03156173202608313
2240,0.9848,0.9583,0.96653,0.9984219893943008,0.9948804056784992,0.9369072963034643,0.8463854784702758,54499,15501,0.029115526497896227
2380,0.98499,0.95878,0.96694,0.998289859768501,0.9945156667884144,0.9338362516437124,0.8401412872159882,55551,14449,0.029361851420253514
2520,0.98507,0.95893,0.96711,0.998301417869084,0.9945543348595144,0.9324852533579703,0.8373909756056777,55929,14071,0.02712693684734404
2660,0.98534,0.9596,0.9677,0.9981849900438774,0.9943278081548936,0.930344879631726,0.8327624301231423,56749,13251,0.02732416159872498
2800,0.98551,0.95993,0.96806,0.9981942496493689,0.9943580724435418,0.9297067901234568,0.83122918359749,57040,12960,0.02547652183233627
2940,0.98546,0.95971,0.96793,0.9981506446818071,0.9943058114052699,0.9249711744358425,0.8214629678046231,57858,12142,0.02592979625665716
3080,0.98556,0.95988,0.96815,0.998157903797817,0.9943110432359517,0.9241228806446198,0.8197920903153953,58086,11914,0.02388456872930484
3220,0.98561,0.96006,0.96828,0.9980936819172114,0.9941755632573305,0.9204302987197724,0.8130886386407995,58752,11248,0.024427831186247723
3360,0.98564,0.96003,0.96834,0.9980679603423439,0.9940750102471405,0.9189631650750341,0.8097931894024558,59005,10995,0.02273591640405357
3500,0.9857,0.96022,0.96845,0.998051402654124,0.9940803877564518,0.9154727793696275,0.8040334162578738,59530,10470,0.022951204090246133
3640,0.98574,0.96024,0.96855,0.9980565282222259,0.9940966036474249,0.9144768738485407,0.8018558535049269,59687,10313,0.02154165266214737
3780,0.98574,0.96032,0.96856,0.9979903336710458,0.9938807388041027,0.9104279440302319,0.7954611874820499,60209,9791,0.021958814734326943
3920,0.98581,0.96042,0.96871,0.9979954940030482,0.9939063617651293,0.9095060190950602,0.7933608409545935,60364,9636,0.020534205356878894
4060,0.98586,0.96054,0.96881,0.9979414719299112,0.9937711374345973,0.9067586504257842,0.7887958295350688,60723,9277,0.020861019087689264
4200,0.98596,0.96076,0.96903,0.997963239762816,0.993820180475635,0.9058010746792411,0.7874136688341444,60881,9119,0.019805256283975073
4340,0.98593,0.9607,0.96896,0.9978957670663078,0.9936171003621572,0.9015526164462334,0.7805605306340881,61305,8695,0.019717486235978347
4480,0.98604,0.96096,0.96922,0.9979276471452115,0.9937282288880098,0.902489388551107,0.7812278965120224,61283,8717,0.019145178043150475
4620,0.986,0.9609,0.96913,0.9978975287876828,0.9936161100939175,0.8959353574926543,0.7718837815300762,61832,8168,0.018987118007083026
4760,0.98607,0.96105,0.96929,0.9978771329951871,0.9935696369143947,0.8982028705825594,0.7744208817610752,61709,8291,0.018473822862974235
4900,0.98603,0.96095,0.96919,0.9978454513297103,0.9934981484868881,0.8918780425313861,0.7653282453918663,62194,7806,0.018489419941657356
5040,0.98606,0.96104,0.96925,0.9978585344647142,0.9935454239894704,0.8931965032307108,0.7671249712243052,62107,7893,0.01768825881715332
5180,0.98606,0.96105,0.96925,0.9977613968883416,0.993224053434286,0.8879506768529688,0.7594679172543721,62539,7461,0.0176956576295197
5320,0.98616,0.96128,0.96947,0.997775750884099,0.9932762725613565,0.8894365259091515,0.7612387296523371,62493,7507,0.01702216744888574
5460,0.98613,0.96123,0.9694,0.9977574552683897,0.9932294398466411,0.8835087719298246,0.7520815788366819,62875,7125,0.01744036069139838
