iter,acc,nmi,ari,acc_unconf,nmi_unconf,acc_conf,nmi_conf,nb_unconf,nb_conf,loss
0,0.97277,0.93048,0.94046,0.9995377741256227,0.9982786388728482,0.9624572027944349,0.9085017563777229,19471,50529,0.0
140,0.98159,0.94988,0.95945,0.9994281242475319,0.9978177256558427,0.9654666086578203,0.9115865339792462,33224,36776,2.8881472553525653
