iter,acc,nmi,ari,acc_unconf,nmi_unconf,acc_conf,nmi_conf,nb_unconf,nb_conf,loss
8400,0.98627,0.9618,0.9697,0.9975064251621588,0.9925579837312333,0.8277202072538861,0.6808433042139233,65368,4632,0.013680105796083808
8540,0.98629,0.96183,0.96973,0.9975073403474431,0.9925413895595805,0.8270399305555556,0.6801303003756335,65392,4608,0.012990575533227198
8680,0.98626,0.96176,0.96967,0.9974801850918588,0.9924751562920526,0.8236335472449657,0.67588491286455,65481,4519,0.013323848395209227
8820,0.98627,0.96179,0.9697,0.9974948445734362,0.9925391726849583,0.8242557883131202,0.6764537294443672,65465,4535,0.012476833803313119
8960,0.98624,0.96173,0.96964,0.9973765290869712,0.9922033474852616,0.8217665615141956,0.6725126095672922,65562,4438,0.01295599521004728
9100,0.98624,0.96168,0.96964,0.9974222873005705,0.9922948933807929,0.8210905813429473,0.6723270636197538,65562,4438,0.012612169072963298
9240,0.9863,0.96185,0.96977,0.9973645725428066,0.992147160163107,0.8195592286501377,0.6700452966644304,65644,4356,0.013098514718668802
9380,0.98629,0.96181,0.96974,0.9973488138227362,0.9920942208389707,0.8200961318379492,0.6711675326156629,65631,4369,0.012302921901989197
9520,0.98629,0.96182,0.96973,0.9973071656777727,0.9920394114802201,0.8166276346604215,0.665282829720857,65730,4270,0.012655365739816002
9660,0.98631,0.96187,0.9698,0.9973369044176952,0.9920949589458976,0.8173547935619314,0.6668627474891908,65713,4287,0.01218016286314066
9800,0.9863,0.96185,0.96977,0.9972790976940733,0.9919303480754145,0.8148587704723474,0.6629666936952745,65787,4213,0.012561388213985733
9940,0.98627,0.96178,0.96971,0.9972792217662259,0.9919308858054577,0.8142517814726841,0.6621708835040051,65790,4210,0.011816927398155843
10080,0.98624,0.9617,0.96964,0.9972666808394327,0.9918741340108801,0.8111432706222865,0.6574310824107953,65854,4146,0.012393798872030208
10220,0.98627,0.9618,0.96971,0.9972663902683494,0.9918731871398937,0.8119431736094389,0.6590921864477359,65847,4153,0.011755888553203217
10360,0.98626,0.96174,0.96967,0.9972386168808509,0.9918077491339069,0.8093375702762161,0.6548833559145072,65909,4091,0.012117349728941917
10500,0.98633,0.96192,0.96983,0.9972389520154133,0.9918082569897525,0.8101885868234141,0.656204267615261,65917,4083,0.011580583586224488
10640,0.98629,0.96181,0.96974,0.9972257595051847,0.9917646059610093,0.8074826560951437,0.6525613163167944,65964,4036,0.011917520088276692
10780,0.98631,0.9619,0.9698,0.997226348176665,0.9917662507337481,0.8073097961213327,0.6523560951974987,65978,4022,0.011409081325733235
10920,0.98633,0.96194,0.96983,0.997197946170274,0.9916882396738483,0.8058838320341967,0.6502113025290547,66023,3977,0.011686756678058633
